timestamp,pm25,pm25_0,pm25_1,pm25_2,pm25_3,cal_pm25_0,cal_pm25_1,cal_pm25_2,cal_pm25_3
1606400640,38.2,39.0,0.0,77.0,0.0,23.328844,4.0059314,37.674404,4.0059314
1606400641,38.198055555555555,39.0,0.0,77.0,0.0,23.328844,4.0059314,37.674404,4.0059314
1606400642,38.19611111111111,39.0,0.0,76.0,0.0,23.328844,4.0059314,37.96982,4.0059314
1606400643,38.19416666666667,39.0,0.0,75.0,0.0,23.328844,4.0059314,39.01043,4.0059314
1606400644,38.19222222222222,39.0,0.0,75.0,0.0,23.328844,4.0059314,39.01043,4.0059314
1606400645,38.19027777777778,39.0,0.0,74.0,0.0,23.328844,4.0059314,40.83081,4.0059314
1606400646,38.18833333333333,40.0,0.0,74.0,0.0,28.497805,4.0059314,40.83081,4.0059314
1606400647,38.186388888888885,40.0,0.0,72.0,0.0,28.497805,4.0059314,39.95599,4.0059314
1606400648,38.184444444444445,40.0,0.0,71.0,0.0,28.497805,4.0059314,38.951496,4.0059314
1606400649,38.1825,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400650,38.18055555555556,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400651,38.17861111111111,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400652,38.17666666666667,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400653,38.17472222222222,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400654,38.172777777777775,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400655,38.170833333333334,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400656,38.16888888888889,40.0,0.0,70.0,0.0,28.497805,4.0059314,40.207115,4.0059314
1606400657,38.16694444444445,40.0,0.0,71.0,0.0,28.497805,4.0059314,38.951496,4.0059314
1606400658,38.165,40.0,0.0,71.0,0.0,28.497805,4.0059314,38.951496,4.0059314
1606400659,38.16305555555556,40.0,0.0,71.0,0.0,28.497805,4.0059314,38.951496,4.0059314
1606400660,38.16111111111111,40.0,0.0,71.0,0.0,28.497805,4.0059314,38.951496,4.0059314
